Rooms;Type;Size;Price;Address
3;lejlighed;95 m²;17.200  kr.;Vedbæk, Thoras Vænge
1;værelse;20 m²;6.080  kr.;Gentofte, Jægersborg Alle
1;værelse;25 m²;6.585  kr.;Gentofte, Ermelundsvej
1;værelse;33 m²;6.080  kr.;Gentofte, Jægersborg Alle
4;lejlighed;106 m²;13.700  kr.;Hedehusene, Skinnestræde
3;lejlighed;88 m²;16.500  kr.;København NV, Rentemestervej
2;lejlighed;58 m²;11.000  kr.;Dyssegård, Plantevej
3;lejlighed;87 m²;16.500  kr.;København S, C. F. Møllers Allé
4;lejlighed;123 m²;19.700  kr.;Frederiksberg, Peter Bangs Vej
2;lejlighed;100 m²;19.900  kr.;Frederiksberg C, Dr. Priemes Vej
2;lejlighed;143 m²;20.000  kr.;Frederiksberg C, Gammel Kongevej
3;lejlighed;159 m²;29.000  kr.;Frederiksberg, Kristian Zahrtmanns Plads
1;lejlighed;44 m²;11.000  kr.;København S, Bergthorasgade
3;lejlighed;129 m²;20.000  kr.;Hellerup, Gjørlingsvej
2;lejlighed;110 m²;19.500  kr.;København K, Dronningensgade
1;lejlighed;119 m²;27.500  kr.;København K, Amaliegade
3;hus;177 m²;55.000  kr.;Klampenborg, Dalsgaardsvej
5;lejlighed;404 m²;120.000  kr.;Nordhavn, Helsinkigade
3;lejlighed;133 m²;27.000  kr.;København K, Hammershøj Kaj
2;lejlighed;120 m²;19.900  kr.;Frederiksberg C, Carl Plougs Vej
3;lejlighed;108 m²;20.000  kr.;København SV, Alliancevej
2;lejlighed;114 m²;18.000  kr.;København K, Margretheholmsvej
1;lejlighed;26 m²;6.700  kr.;Brøndby, Brøndbyøster Boulevard
1;lejlighed;29 m²;6.800  kr.;Brøndby, Brøndbyøster Boulevard
1;lejlighed;26 m²;6.600  kr.;Brøndby, Brøndbyøster Boulevard
2;lejlighed;45 m²;10.500  kr.;Taastrup, Taastrup Vænge
5;lejlighed;144 m²;24.500  kr.;Vedbæk, Thoras Vænge
6;hus;218 m²;45.000  kr.;Holte, Søvej
8;hus;386 m²;70.000  kr.;Gentofte, Ipstrupvej
1;lejlighed;32 m²;7.735  kr.;København NV, Theklavej
3;lejlighed;77 m²;15.000  kr.;Frederiksberg, Aksel Møllers Have
8;hus;320 m²;45.000  kr.;Søborg, Alsikemarken
1;værelse;17 m²;7.200  kr.;København N, Sigynsgade
3;lejlighed;88 m²;13.976  kr.;Rødovre, Fortvej
2;lejlighed;85 m²;22.000  kr.;København Ø, Strandboulevarden
3;lejlighed;84 m²;12.877  kr.;Ballerup, Guldblommevej
3;lejlighed;85 m²;14.300  kr.;København S, Else Alfelts Vej
4;lejlighed;141 m²;18.800  kr.;København S, Brigadegården
1;lejlighed;38 m²;8.295  kr.;Vanløse, Godthåbsvej
1;lejlighed;35 m²;8.200  kr.;Kongens Lyngby, Gyldendalsvej
1;lejlighed;35 m²;8.200  kr.;Kongens Lyngby, Gyldendalsvej
7;lejlighed;203 m²;30.941  kr.;København V, Stormgade
4;lejlighed;126 m²;25.200  kr.;København Ø, Strandboulevarden
3;lejlighed;111 m²;21.738  kr.;Frederiksberg, Helgesvej
1;lejlighed;28 m²;8.000  kr.;Frederiksberg, Finsensvej
4;lejlighed;107 m²;17.833  kr.;Valby, Tove Maës Vej
4;lejlighed;100 m²;14.992  kr.;Søborg, Gyngemose Parkvej
2;lejlighed;71 m²;11.350  kr.;Skovlunde, Bybuen
2;lejlighed;73 m²;12.850  kr.;København S, Richard Mortensens Vej
4;lejlighed;101 m²;13.350  kr.;Hedehusene, Skinnestræde
3;lejlighed;98 m²;15.450  kr.;København S, Else Alfelts Vej
3;lejlighed;85 m²;11.900  kr.;Brøndby, Mekanikvej
1;værelse;16 m²;5.200  kr.;Gentofte, Gentoftegade
2;lejlighed;71 m²;10.900  kr.;Taastrup, Eigtveds Alle
1;værelse;22 m²;7.500  kr.;Frederiksberg C, Frederiksberg Alle
3;lejlighed;92 m²;12.900  kr.;Glostrup, Malervangen
1;lejlighed;31 m²;8.000  kr.;Vanløse, Vanløse Allé
1;lejlighed;29 m²;8.200  kr.;Valby, Poul Bundgaards Vej
4;lejlighed;92 m²;13.400  kr.;Brønshøj, Tingbjerg Ås
5;lejlighed;116 m²;14.900  kr.;Brønshøj, Tingbjerg Ås
2;lejlighed;58 m²;10.200  kr.;Brønshøj, Tingbjerg Ås
3;lejlighed;92 m²;12.000  kr.;Brønshøj, Tingbjerg Ås
3;lejlighed;108 m²;14.500  kr.;Søborg, Gladsaxevej
1;lejlighed;33 m²;6.100  kr.;København S, Else Alfelts Vej
3;lejlighed;69 m²;14.500  kr.;København S, Michael Strunges Vej
1;værelse;10 m²;6.250  kr.;København S, Else Alfelts Vej
2;lejlighed;67 m²;11.600  kr.;Ballerup, Sømose Hegn
2;lejlighed;54 m²;12.750  kr.;København S, Frankrigsgade
3;lejlighed;90 m²;12.300  kr.;Brøndby, Mekanikvej
3;lejlighed;73 m²;12.000  kr.;Brøndby, Mekanikvej
4;lejlighed;94 m²;18.000  kr.;Valby, Spinderigade
3;lejlighed;85 m²;14.000  kr.;København S, Ørestads Boulevard
3;lejlighed;83 m²;15.995  kr.;København S, Klaksvigsgade
4;lejlighed;110 m²;14.158  kr.;Hellerup, Bernstorffsvej
1;lejlighed;44 m²;10.900  kr.;København S, Else Alfelts Vej
3;lejlighed;76 m²;14.000  kr.;København S, Meklenborggade
2;lejlighed;72 m²;11.000  kr.;Glostrup, Murervangen
4;lejlighed;92 m²;16.000  kr.;København SV, Kenny Drews Vej
5;lejlighed;144 m²;25.000  kr.;Frederiksberg C, Gammel Kongevej
2;lejlighed;55 m²;13.500  kr.;København S, Michael Strunges Vej
1;lejlighed;33 m²;11.700  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;9.700  kr.;København V, Dybbølsbro
3;lejlighed;76 m²;11.900  kr.;Vanløse, Grøndals Parkvej
2;lejlighed;70 m²;14.450  kr.;København S, Lindgreens Allé
2;lejlighed;47 m²;8.500  kr.;Vallensbæk Strand, Vejlegårdsparken
2;lejlighed;53 m²;15.500  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;10.500  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;9.900  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;11.200  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;10.200  kr.;København V, Dybbølsbro
4;lejlighed;90 m²;14.000  kr.;Herlev, Hørkær
4;lejlighed;79 m²;13.800  kr.;Herlev, Hørkær
4;lejlighed;89 m²;14.200  kr.;Herlev, Hørkær
1;lejlighed;31 m²;7.900  kr.;Valby, Gammel Køge Landevej
1;lejlighed;29 m²;8.050  kr.;Frederiksberg, Finsensvej
1;lejlighed;29 m²;8.050  kr.;Frederiksberg, Finsensvej
1;lejlighed;40 m²;14.760  kr.;København S, Else Alfelts Vej
1;lejlighed;41 m²;14.040  kr.;København S, Else Alfelts Vej
2;lejlighed;76 m²;14.700  kr.;København S, Michael Strunges Vej
2;lejlighed;57 m²;15.000  kr.;Skodsborg, Skodsborg Strandvej
2;lejlighed;82 m²;16.000  kr.;København S, Jens Otto Krags Gade
1;værelse;12 m²;5.500  kr.;København N, Rungsted Plads
2;lejlighed;66 m²;14.200  kr.;Valby, Løgæblevej
1;værelse;15 m²;5.900  kr.;København K, Refshalevej
4;lejlighed;117 m²;19.500  kr.;Frederiksberg, Mathildevej
1;lejlighed;37 m²;8.700  kr.;Frederiksberg, Nordens Plads
1;lejlighed;36 m²;8.900  kr.;København NV, Lærkevej
2;lejlighed;54 m²;9.975  kr.;Kongens Lyngby, Gammel Bagsværdvej
4;lejlighed;99 m²;13.800  kr.;Brøndby, Elektronikvej
2;lejlighed;78 m²;10.500  kr.;Frederiksberg C, L.I. Brandes Alle
1;værelse;11 m²;5.000  kr.;Ballerup, Krogdalen
1;værelse;20 m²;4.200  kr.;Måløv, Myrholmen
1;lejlighed;44 m²;10.800  kr.;Valby, Søndre Fasanvej
1;lejlighed;44 m²;10.700  kr.;Valby, Søndre Fasanvej
2;lejlighed;58 m²;17.580  kr.;København S, Else Alfelts Vej
4;lejlighed;97 m²;17.000  kr.;København SV, Frederikskaj
1;værelse;15 m²;6.300  kr.;Brønshøj, Torbenfeldtvej
1;værelse;13 m²;5.000  kr.;Valby, Sjælør Boulevard
3;lejlighed;122 m²;19.000  kr.;København K, Badstuestræde
2;lejlighed;55 m²;10.000  kr.;Frederiksberg, C.F. Richs Vej
1;værelse;11 m²;7.000  kr.;København Ø, Viborggade
1;lejlighed;26 m²;4.600  kr.;Albertslund, Galgebakken Torv
1;værelse;9 m²;4.700  kr.;København K, Kronprinsessegade
2;lejlighed;65 m²;10.200  kr.;Glostrup, Granskoven
3;lejlighed;98 m²;16.500  kr.;Valby, Jernæblevej
3;lejlighed;87 m²;12.900  kr.;Herlev, Hørkær
3;lejlighed;73 m²;14.950  kr.;København S, Ørestads Boulevard
3;lejlighed;114 m²;17.900  kr.;Vedbæk, Thoras Vænge
3;lejlighed;74 m²;15.800  kr.;København NV, Drejervej
4;lejlighed;96 m²;13.400  kr.;Brøndby, Mekanikvej
2;lejlighed;56 m²;11.500  kr.;Herlev, Hørkær
1;lejlighed;34 m²;10.395  kr.;Frederiksberg C, Åboulevard
3;lejlighed;93 m²;16.000  kr.;København K, Margretheholmsvej
4;lejlighed;88 m²;14.200  kr.;Herlev, Hørkær
4;lejlighed;80 m²;13.900  kr.;Herlev, Hørkær
1;lejlighed;26 m²;7.600  kr.;Frederiksberg, C.F. Richs Vej
2;lejlighed;60 m²;9.975  kr.;Bagsværd, Buegården
3;lejlighed;80 m²;12.700  kr.;Ballerup, Baltorpstræde
2;lejlighed;62 m²;11.000  kr.;Ballerup, Baltorpstræde
4;lejlighed;140 m²;28.500  kr.;København Ø, Stavangergade
5;lejlighed;137 m²;22.000  kr.;Dyssegård, Stjerneborg Alle
1;lejlighed;42 m²;10.400  kr.;København S, Englandsvej
1;værelse;22 m²;4.900  kr.;Brønshøj, Islevhusvej
2;lejlighed;88 m²;13.800  kr.;Rødovre, Rødovre Port
1;lejlighed;32 m²;8.400  kr.;Rødovre, Rødovre Port
2;lejlighed;43 m²;10.100  kr.;Rødovre, Rødovre Port
1;lejlighed;35 m²;8.500  kr.;Rødovre, Rødovre Port
1;lejlighed;35 m²;8.500  kr.;Rødovre, Rødovre Port
1;lejlighed;35 m²;8.400  kr.;Rødovre, Rødovre Port
4;lejlighed;140 m²;20.000  kr.;Søborg, Niels Finsens Alle
2;lejlighed;50 m²;11.400  kr.;Rødovre, Rødovre Port
2;lejlighed;78 m²;11.600  kr.;Ballerup, Rolighedsvej
3;lejlighed;76 m²;11.100  kr.;Hedehusene, Sporstræde
3;lejlighed;40 m²;9.800  kr.;København Ø, Landskronagade
1;værelse;35 m²;8.050  kr.;København SV, Poppelstykket
4;lejlighed;106 m²;16.000  kr.;København S, Fussingsvej
3;lejlighed;103 m²;14.100  kr.;Glostrup, Grankoglen
3;lejlighed;93 m²;13.100  kr.;Glostrup, Grankoglen
3;lejlighed;113 m²;15.000  kr.;Vallensbæk Strand, Vallensbæk Stationstorv
3;lejlighed;93 m²;13.300  kr.;Glostrup, Grankoglen
2;lejlighed;74 m²;15.000  kr.;København K, Nygade
3;lejlighed;93 m²;13.200  kr.;Glostrup, Grankoglen
3;lejlighed;89 m²;13.200  kr.;Glostrup, Grankoglen
4;lejlighed;99 m²;13.700  kr.;Brøndby, Mudillesvej
4;lejlighed;93 m²;15.450  kr.;Rødovre, Korsdalsvej
2;lejlighed;58 m²;9.950  kr.;Vallensbæk Strand, Dagmarhaven
3;lejlighed;83 m²;15.450  kr.;København S, Lindgreens Allé
1;lejlighed;66 m²;10.400  kr.;Glostrup, Murervangen
1;værelse;8 m²;6.400  kr.;København NV, Drejervej
4;lejlighed;138 m²;26.499  kr.;Frederiksberg, Howitzvej
3;lejlighed;79 m²;14.325  kr.;Rødovre, Irmavej
3;lejlighed;96 m²;15.200  kr.;København NV, Gråspurvevej
3;hus;150 m²;15.000  kr.;Hvidovre, Hvidovre Strandvej
1;værelse;12 m²;5.500  kr.;Dragør, Hollændervej
1;værelse;12 m²;4.900  kr.;Vanløse, Jyllingevej
3;lejlighed;101 m²;20.000  kr.;København V, Ny Carlsberg Vej
4;lejlighed;99 m²;19.500  kr.;København SV, Teglholmsgade
3;lejlighed;96 m²;17.800  kr.;København SV, Teglholmsgade
2;lejlighed;61 m²;10.338  kr.;Ballerup, Guldblommevej
2;lejlighed;52 m²;9.300  kr.;Hedehusene, Svanegade
3;lejlighed;77 m²;12.567,71  kr.;Ballerup, Guldblommevej
4;lejlighed;93 m²;17.300  kr.;København K, Margretheholmsvej
3;lejlighed;123 m²;23.350  kr.;København K, Amaliegade
4;lejlighed;99 m²;17.000  kr.;København K, Margretheholmsvej
3;lejlighed;78 m²;12.400  kr.;Ishøj, Mejsevangen
1;lejlighed;35 m²;7.200  kr.;København NV, Rabarbervej
2;lejlighed;78 m²;17.500  kr.;København K, Amaliegade
1;lejlighed;49 m²;9.500  kr.;Hvidovre, Hvidovrevej
2;lejlighed;70 m²;14.400  kr.;København S, Amager Strandvej
4;lejlighed;103 m²;19.200  kr.;København S, Amager Strandvej
2;lejlighed;31 m²;10.300  kr.;Frederiksberg, C.F. Richs Vej
1;værelse;15 m²;8.500  kr.;Skovlunde, Bybuen
4;lejlighed;142 m²;31.400  kr.;Hellerup, Tuborg Bakkedrag
2;lejlighed;58 m²;12.700  kr.;København S, Emma Gads Vej
5;lejlighed;175 m²;42.000  kr.;København Ø, Stockholmsgade
4;lejlighed;115 m²;16.150  kr.;Herlev, Hyrdindestien
4;lejlighed;100 m²;14.800  kr.;Herlev, Herlev Ringvej
1;værelse;14 m²;4.500  kr.;Vanløse, Ålekistevej
3;lejlighed;92 m²;14.000  kr.;Glostrup, Hovedvejen
3;lejlighed;110 m²;25.000  kr.;Frederiksberg C, Alhambravej
1;værelse;10 m²;9.909  kr.;København N, Nørrebrogade
3;lejlighed;129 m²;38.000  kr.;Hellerup, Tuborg Havnepark
3;lejlighed;119 m²;22.500  kr.;Nordhavn, Helsinkigade
2;lejlighed;62 m²;16.200  kr.;København V, Ny Carlsberg Vej
2;lejlighed;61 m²;16.100  kr.;København V, Ny Carlsberg Vej
2;lejlighed;61 m²;15.900  kr.;København V, Ny Carlsberg Vej
2;lejlighed;62 m²;16.000  kr.;København V, Ny Carlsberg Vej
4;lejlighed;104 m²;18.500  kr.;Valby, Fajancegade
1;værelse;12 m²;4.900  kr.;København Ø, Holsteinsgade
4;lejlighed;121 m²;14.300  kr.;Ballerup, Centrumgaden
3;lejlighed;118 m²;18.600  kr.;Valby, Spinderigade
1;værelse;13 m²;7.000  kr.;København SV, A.C. Meyers Vænge
4;lejlighed;144 m²;32.000  kr.;Hellerup, Tuborg Bakkedrag
4;lejlighed;97 m²;14.300  kr.;Søborg, Gyngemose Parkvej
3;lejlighed;72 m²;20.500  kr.;Valby, Gammel Jernbanevej
2;lejlighed;49 m²;19.500  kr.;København N, Læssøesgade
1;værelse;8 m²;5.100  kr.;Frederiksberg, Allegade
3;lejlighed;108 m²;21.000  kr.;Frederiksberg, Mariendalsvej
2;lejlighed;83 m²;14.328  kr.;København S, Poul Hartlings Gade
3;lejlighed;95 m²;12.300  kr.;Vallensbæk Strand, Delta Park
1;lejlighed;53 m²;10.200  kr.;Søborg, Gyngemose Parkvej
3;lejlighed;86 m²;12.990  kr.;Herlev, Lyskær
3;lejlighed;83 m²;12.800  kr.;Herlev, Lyskær
3;lejlighed;80 m²;12.800  kr.;Herlev, Lyskær
2;lejlighed;85 m²;12.200  kr.;Herlev, Lyskær
1;værelse;16 m²;5.500  kr.;Vallensbæk Strand, Svenstrupvej
1;værelse;15 m²;5.900  kr.;København SV, Peter Holms Vej
4;lejlighed;150 m²;33.500  kr.;Hellerup, Tuborg Bakkedrag
3;lejlighed;76 m²;12.200  kr.;Glostrup, Østbrovej
3;lejlighed;81 m²;42.500  kr.;København K, Dronningens Tværgade
4;lejlighed;92 m²;15.000  kr.;København S, Ørestads Boulevard
7;hus;299 m²;45.000  kr.;Hellerup, Hartmannsvej
1;værelse;10 m²;8.436  kr.;København V, Vester Voldgade
2;lejlighed;54 m²;18.000  kr.;Valby, Gammel Jernbanevej
2;lejlighed;58 m²;21.000  kr.;Hellerup, Tuborgvej
2;lejlighed;49 m²;20.000  kr.;København N, Læssøesgade
5;lejlighed;113 m²;17.900  kr.;København S, Richard Mortensens Vej
3;lejlighed;87 m²;12.300  kr.;Hedehusene, Cikoriegade
5;lejlighed;116 m²;15.100  kr.;Brønshøj, Tingbjerg Ås
2;lejlighed;57 m²;10.300  kr.;Brønshøj, Tingbjerg Ås
1;værelse;15 m²;7.900  kr.;København K, Herluf Trolles Gade
2;værelse;35 m²;6.000  kr.;Hellerup, Heslegårdsvej
3;lejlighed;60 m²;14.000  kr.;Kongens Lyngby, Eremitageparken
1;værelse;9 m²;6.000  kr.;København SV, Willy Brandts Vej
3;lejlighed;96 m²;14.000  kr.;Vallensbæk Strand, Dagmarhaven
4;lejlighed;98 m²;15.600  kr.;Søborg, Gyngemose Parkvej
1;værelse;12 m²;5.300  kr.;Taastrup, Dorphs Alle
3;lejlighed;89 m²;14.500  kr.;Rødovre, Blomsterstræde
3;lejlighed;76 m²;13.150  kr.;Skovlunde, Blokhaven
2;lejlighed;51 m²;9.550  kr.;Skovlunde, Torvestrædet
1;værelse;15 m²;4.500  kr.;København Ø, Gribskovvej
4;lejlighed;79 m²;13.900  kr.;Herlev, Hørkær
1;lejlighed;32 m²;7.900  kr.;Kongens Lyngby, Lyngby Hovedgade
4;lejlighed;109 m²;22.995  kr.;Frederiksberg C, Frederiksberg Alle
3;lejlighed;61 m²;15.000  kr.;København K, Hausergade
5;hus;170 m²;18.000  kr.;Dragør, Stautz Alle
2;lejlighed;54 m²;10.350  kr.;Hedehusene, Havtornvej
5;lejlighed;136 m²;23.000  kr.;København Ø, Willemoesgade
1;værelse;18 m²;5.000  kr.;Brønshøj, Islevhusvej
4;lejlighed;104 m²;12.900  kr.;Valby, Folehaven
1;lejlighed;31 m²;9.350  kr.;København SV, Henriette Crones Gade
3;lejlighed;80 m²;12.650  kr.;Taastrup, Eigtveds Alle
3;lejlighed;85 m²;16.000  kr.;Charlottenlund, Ole Bruuns Vej
1;værelse;9 m²;6.700  kr.;Valby, Vigerslev Allé
1;lejlighed;41 m²;9.500  kr.;København NV, Glentevej
3;lejlighed;111 m²;17.630  kr.;København S, Else Alfelts Vej
3;lejlighed;72 m²;13.400  kr.;Brønshøj, Gadelandet
3;lejlighed;90 m²;14.500  kr.;Frederiksberg C, Gammel Kongevej
1;værelse;9 m²;3.700  kr.;København S, Gullandsgade
3;lejlighed;92 m²;11.900  kr.;Taastrup, Høje Taastrup Boulev
2;lejlighed;62 m²;10.000  kr.;Ballerup, Marbæk Park
3;hus;150 m²;24.800  kr.;Vedbæk, Krogholmgårdsvej
3;lejlighed;94 m²;13.900  kr.;Rødovre, Else Sørensens Vej
4;lejlighed;140 m²;23.000  kr.;København Ø, Sortedam Dossering
4;lejlighed;157 m²;27.000  kr.;København Ø, Langelinie Alle
2;lejlighed;58 m²;15.500  kr.;København V, Lagergade
2;lejlighed;69 m²;11.000  kr.;Nærum, Langebjerg
3;lejlighed;76 m²;13.216  kr.;København S, Ulrik Birchs Allé
2;lejlighed;60 m²;11.925  kr.;København S, Robert Jacobsens Vej
2;lejlighed;62 m²;9.000  kr.;Hedehusene, Hedekæret
3;lejlighed;103 m²;20.000  kr.;Frederiksberg C, Rosenørns Alle
1;værelse;14 m²;5.800  kr.;København S, Asger Jorns Allé
1;lejlighed;34 m²;8.900  kr.;København Ø, Strynøgade
4;lejlighed;103 m²;15.800  kr.;Brønshøj, Gadelandet
1;lejlighed;27 m²;7.095  kr.;København NV, Dortheavej
6;lejlighed;126 m²;25.700  kr.;København V, Bag Elefanterne
5;lejlighed;109 m²;22.200  kr.;København V, Bag Elefanterne
1;værelse;10 m²;5.000  kr.;Søborg, Pilegårdens Haveby
4;lejlighed;110 m²;19.000  kr.;København SV, Alliancevej
2;lejlighed;62 m²;11.500  kr.;Vanløse, Jernbane Allé
3;lejlighed;99 m²;17.000  kr.;København S, Edvard Thomsens Vej
1;lejlighed;32 m²;11.100  kr.;København K, Store Kongensgade
4;lejlighed;109 m²;15.250  kr.;København S, Halldór Laxness Vej
1;værelse;16 m²;5.600  kr.;Værløse, Nørrevænget
4;lejlighed;96 m²;13.960  kr.;Søborg, Gyngemose Parkvej
4;lejlighed;91 m²;14.800  kr.;København S, C.F. Møllers Allé
4;lejlighed;128 m²;16.850  kr.;København S, Dea Trier Mørchs Vej
6;lejlighed;185 m²;40.000  kr.;Frederiksberg C, Sankt Markus Plads
4;lejlighed;95 m²;14.400  kr.;Herlev, Hørkær
4;lejlighed;90 m²;14.400  kr.;Herlev, Hørkær
1;lejlighed;46 m²;8.500  kr.;København Ø, Hans Knudsens Plads
2;lejlighed;59 m²;12.295  kr.;København S, Ørestads Boulevard
4;lejlighed;95 m²;14.200  kr.;Herlev, Hørkær
3;lejlighed;87 m²;12.450  kr.;Hedehusene, Frøstjernestræde
1;værelse;22 m²;6.500  kr.;Frederiksberg, Borgmester Fischers Vej
3;lejlighed;81 m²;12.600  kr.;Hedehusene, Kongelysvej
2;lejlighed;62 m²;17.300  kr.;København V, Ny Carlsberg Vej
4;lejlighed;116 m²;22.700  kr.;København V, Ny Carlsberg Vej
1;værelse;24 m²;7.000  kr.;København S, Stokrosevej
4;rækkehus;114 m²;15.800  kr.;Ballerup, Nyvangen
3;lejlighed;112 m²;23.000  kr.;København K, Kronprinsessegade
2;lejlighed;75 m²;14.000  kr.;Charlottenlund, Lindegårdsvej
2;lejlighed;53 m²;10.350  kr.;Hedehusene, Havtornvej
2;lejlighed;53 m²;10.300  kr.;Hedehusene, Havtornvej
2;lejlighed;53 m²;10.450  kr.;Hedehusene, Frøstjernestræde
2;lejlighed;60 m²;13.400  kr.;København S, Emma Gads Vej
2;lejlighed;67 m²;14.500  kr.;Valby, Ingrid Marievej
2;lejlighed;60 m²;14.300  kr.;København S, Ved Amagerbanen
4;lejlighed;128 m²;19.000  kr.;København S, Njalsgade
2;lejlighed;57 m²;10.700  kr.;Herlev, Herlev Torv
1;lejlighed;54 m²;7.395  kr.;Ballerup, Telegrafvej
4;lejlighed;135 m²;16.000  kr.;Rødovre, Jyllingevej
1;lejlighed;38 m²;8.900  kr.;Glostrup, Nørre Allé
4;lejlighed;103 m²;16.400  kr.;København S, Else Alfelts Vej
2;lejlighed;48 m²;10.400  kr.;Ballerup, Guldblommevej
4;lejlighed;98 m²;16.333  kr.;København S, Robert Jacobsens Vej
3;lejlighed;77 m²;10.750  kr.;Glostrup, Stadionvej
3;lejlighed;93 m²;15.500  kr.;København S, Robert Jacobsens Vej
1;værelse;24 m²;6.095  kr.;Kongens Lyngby, Gammel Jernbanevej
7;rækkehus;141 m²;21.900  kr.;København S, Else Alfelts Vej
3;lejlighed;74 m²;11.408  kr.;Brøndby, Kirkebjerg Parkvej
5;rækkehus;118 m²;15.930  kr.;Albertslund, Lækrogen
3;lejlighed;94 m²;14.500  kr.;København S, Richard Mortensens Vej
3;lejlighed;121 m²;18.765  kr.;Valby, Valby Maskinfabriksvej
4;lejlighed;86 m²;13.450  kr.;Hedehusene, Skolebakken
3;lejlighed;86 m²;12.150  kr.;Hedehusene, Skærverstræde
2;lejlighed;67 m²;11.200  kr.;Ballerup, Baltorpvej
2;lejlighed;53 m²;13.200  kr.;København S, Michael Strunges Vej
1;lejlighed;38 m²;8.900  kr.;København S, Ulrik Birchs Allé
1;lejlighed;33 m²;9.500  kr.;København S, Irlandsvej
5;hus;195 m²;49.500  kr.;København SV, Albert Schweitzers Vej
5;lejlighed;125 m²;15.900  kr.;Herlev, Hørkær
3;lejlighed;108 m²;14.450  kr.;Vallensbæk Strand, Amalieparken
4;lejlighed;88 m²;13.150  kr.;Hedehusene, Skolebakken
4;rækkehus;150 m²;22.000  kr.;Holte, Rønnebærvej
2;lejlighed;60 m²;10.500  kr.;Glostrup, Baneleddet
3;lejlighed;79 m²;12.100  kr.;Glostrup, Baneleddet
3;lejlighed;92 m²;12.400  kr.;Glostrup, Baneleddet
4;lejlighed;92 m²;16.550  kr.;København K, Margretheholmsvej
1;værelse;15 m²;5.450  kr.;Valby, Vigerslevvej
1;lejlighed;40 m²;6.800  kr.;Bagsværd, Bagsværd Hovedgade
4;lejlighed;158 m²;39.500  kr.;Frederiksberg, Lindevangs Alle
3;lejlighed;83 m²;22.000  kr.;København V, Thorvald Bindesbølls Plads
2;lejlighed;74 m²;12.635  kr.;Rødovre, Aage Knudsens Strøg
2;lejlighed;65 m²;13.000  kr.;København S, Richard Mortensens Vej
5;lejlighed;115 m²;17.400  kr.;København S, Ørestads Boulevard
2;lejlighed;60 m²;13.400  kr.;København S, Ved Amagerbanen
3;lejlighed;97 m²;12.095  kr.;Ballerup, Postgrunden
3;lejlighed;62 m²;13.800  kr.;København S, Gertrude Steins Vej
3;lejlighed;75 m²;13.400  kr.;Søborg, Gyngemose Parkvej
4;lejlighed;143 m²;22.500  kr.;København S, Else Alfelts Vej
4;lejlighed;102 m²;17.900  kr.;København S, Else Alfelts Vej
3;lejlighed;88 m²;12.700  kr.;Ballerup, Baltorpvej
3;lejlighed;78 m²;12.500  kr.;Herlev, Hørkær
2;lejlighed;112 m²;18.875  kr.;Frederiksberg, Falkoner Alle
3;lejlighed;90 m²;12.600  kr.;Brøndby, Mekanikvej
5;lejlighed;187 m²;30.200  kr.;Frederiksberg, Godthåbsvej
3;lejlighed;93 m²;14.000  kr.;Glostrup, Stationsparken
2;lejlighed;69 m²;16.900  kr.;Frederiksberg, Godthåbsvej
1;lejlighed;55 m²;5.993  kr.;Rødovre, Rødager Alle
1;værelse;14 m²;6.000  kr.;Charlottenlund, Trunnevangen
5;hus;145 m²;18.800  kr.;Glostrup, Hvissingevej
2;lejlighed;87 m²;17.200  kr.;København Ø, Amerika Plads
1;lejlighed;46 m²;13.800  kr.;København Ø, Scherfigsvej
3;lejlighed;84 m²;12.295  kr.;Ballerup, Postgrunden
1;lejlighed;37 m²;8.700  kr.;Frederiksberg, Nordens Plads
3;lejlighed;143 m²;23.500  kr.;København S, Ørestads Boulevard
1;lejlighed;43 m²;8.800  kr.;Brøndby, Brøndbyøster Boulevard
2;lejlighed;85 m²;13.100  kr.;Vallensbæk Strand, Vallensbæk Stationstorv
1;lejlighed;37 m²;8.600  kr.;Frederiksberg, Nordens Plads
2;lejlighed;58 m²;9.900  kr.;Hedehusene, Stendraget
4;lejlighed;92 m²;11.900  kr.;Hedehusene, Svanegade
4;lejlighed;137 m²;25.000  kr.;Dyssegård, Dyssegårdsvej
3;lejlighed;90 m²;14.700  kr.;Rødovre, Blomsterstræde
3;lejlighed;89 m²;14.450  kr.;Søborg, Rosendal
4;lejlighed;100 m²;18.550  kr.;København S, Strandlodsvej
3;lejlighed;72 m²;13.500  kr.;Søborg, Gyngemose Parkvej
3;lejlighed;83 m²;12.200  kr.;Taastrup, Bornholms Alle
3;lejlighed;69 m²;12.000  kr.;København S, Østrigsgade
2;lejlighed;59 m²;13.500  kr.;København S, Martha Christensens Vej
1;lejlighed;36 m²;7.350  kr.;Valby, Torveporten
3;lejlighed;94 m²;13.500  kr.;Ballerup, Rolighedsvej
1;lejlighed;44 m²;10.950  kr.;Vanløse, Vanløse Torv
1;lejlighed;41 m²;10.850  kr.;Vanløse, Vanløse Torv
4;lejlighed;142 m²;23.500  kr.;Frederiksberg, C.F. Richsvej
3;lejlighed;70 m²;13.900  kr.;København S, Else Alfelts Vej
