Rooms;Type;Size;Price;Address
5;rækkehus;155 m²;22.000  kr.;Vedbæk, Ralphs Vænge
3;lejlighed;69 m²;11.950  kr.;Skovlunde, Ballerup Boulevard
1;værelse;35 m²;6.000  kr.;Brønshøj, Frederikssundsvej
3;lejlighed;136 m²;19.500  kr.;København V, Abel Cathrines Gade
3;lejlighed;112 m²;22.900  kr.;København V, Viktoriagade
2;lejlighed;53 m²;13.500  kr.;København S, Yderlandsvej
3;lejlighed;76 m²;15.900  kr.;København S, Yderlandsvej
2;lejlighed;98 m²;15.250  kr.;København S, Strandlodsvej
5;hus;172 m²;35.000  kr.;Charlottenlund, Henrik Hertz Vej
4;lejlighed;114 m²;14.300  kr.;Ballerup, Rolighedsvej
2;lejlighed;65 m²;11.100  kr.;Ballerup, Rolighedsvej
1;lejlighed;44 m²;10.900  kr.;Vanløse, Vanløse Torv
2;lejlighed;73 m²;12.700  kr.;København S, Robert Jacobsens Vej
2;lejlighed;57 m²;12.600  kr.;København S, Halldór Laxness Vej
4;lejlighed;136 m²;18.405  kr.;Gentofte, Lyngbyvej
4;lejlighed;123 m²;15.900  kr.;Brøndby, Mekanikvej
4;lejlighed;121 m²;15.400  kr.;Søborg, Gladsaxevej
3;lejlighed;100 m²;18.700  kr.;København S, Artillerivej
1;værelse;15 m²;3.550  kr.;Vanløse, Vanløse Byvej
1;værelse;75 m²;11.000  kr.;København N, Elmegade
3;lejlighed;106 m²;19.900  kr.;København S, Amager Strandvej
1;værelse;35 m²;8.350  kr.;København SV, Poppelstykket
4;lejlighed;150 m²;24.500  kr.;Klampenborg, Strandvejen
4;hus;184 m²;40.000  kr.;Charlottenlund, Forårsvej
4;lejlighed;107 m²;18.300  kr.;Valby, Elstarvej
1;værelse;28 m²;4.800  kr.;København S, Vestermarksvej
1;værelse;28 m²;5.500  kr.;København S, Vestermarksvej
2;lejlighed;51 m²;9.950  kr.;Brønshøj, Hyrdevangen
2;lejlighed;50 m²;10.000  kr.;Rødovre, Rødovre Parkvej
3;lejlighed;76 m²;12.200  kr.;Brøndby, Mekanikvej
4;lejlighed;113 m²;13.400  kr.;Glostrup, Østbrovej
2;lejlighed;50 m²;14.000  kr.;København Ø, Ved Vænget
3;lejlighed;93 m²;16.500  kr.;Valby, Ingrid Marievej
3;lejlighed;109 m²;22.500  kr.;Hellerup, Esthersvej
3;lejlighed;86 m²;12.900  kr.;Glostrup, Sydvestvej
2;lejlighed;69 m²;10.333  kr.;Brøndby, Kirkebjerg Parkvej
1;værelse;20 m²;6.000  kr.;Glostrup, Sofielundsvej
4;lejlighed;148 m²;35.000  kr.;Klampenborg, Strandvejen
3;lejlighed;103 m²;20.000  kr.;København S, C.F. Møllers Allé
3;lejlighed;66 m²;9.680  kr.;Rødovre, Roskildevej
1;lejlighed;53 m²;14.000  kr.;København V, Godsbanegade
3;lejlighed;110 m²;19.500  kr.;København N, Husumgade
3;lejlighed;96 m²;14.400  kr.;Rødovre, Blomsterstræde
4;rækkehus;109 m²;14.500  kr.;Hedehusene, Blåfuglestræde
4;lejlighed;112 m²;20.000  kr.;Hellerup, Phistersvej
4;lejlighed;106 m²;21.200  kr.;København S, Amager Strandvej
4;lejlighed;120 m²;18.500  kr.;København S, Amager Strandvej
5;lejlighed;214 m²;33.438  kr.;København K, Amaliegade
1;værelse;10 m²;4.000  kr.;Vanløse, Jyllingevej
1;værelse;8 m²;5.900  kr.;København S, Else Alfelts Vej
1;lejlighed;40 m²;8.800  kr.;Charlottenlund, Schioldannsvej
1;værelse;10 m²;6.500  kr.;Valby, Ebbe Rodes Allé
1;værelse;40 m²;8.650  kr.;København SV, Poppelstykket
3;lejlighed;90 m²;14.700  kr.;Måløv, Bækholmen
3;lejlighed;79 m²;12.500  kr.;Rødovre, Tårnvej
3;lejlighed;110 m²;25.000  kr.;Frederiksberg C, Alhambravej
1;værelse;26 m²;11.153  kr.;København Ø, Østerbrogade
5;lejlighed;131 m²;20.000  kr.;København K, Margretheholmsvej
1;lejlighed;26 m²;6.700  kr.;Brøndby, Brøndbyøster Boulevard
1;lejlighed;25 m²;5.900  kr.;Brøndby, Brøndbyøster Boulevard
4;lejlighed;93 m²;15.250  kr.;Rødovre, Korsdalsvej
3;lejlighed;93 m²;17.829  kr.;Charlottenlund, Lindegårdsvej
1;lejlighed;33 m²;10.700  kr.;København V, Dybbølsbro
1;værelse;15 m²;5.000  kr.;Nærum, Rundforbiparken
1;værelse;22 m²;3.000  kr.;Kongens Lyngby, Møllevænget
1;lejlighed;37 m²;8.600  kr.;Frederiksberg, Nordens Plads
1;værelse;18 m²;11.584  kr.;København K, Pilestræde
1;værelse;20 m²;5.000  kr.;Hvidovre, Strandlyst Alle
1;lejlighed;32 m²;7.935  kr.;København NV, Theklavej
1;værelse;23 m²;12.845  kr.;København Ø, Livjægergade
3;lejlighed;104 m²;9.100  kr.;Hvidovre, Bymuren
5;rækkehus;108 m²;16.200  kr.;Vallensbæk Strand, Strandhaven
4;lejlighed;130 m²;28.000  kr.;Charlottenlund, Kollegievej
1;værelse;10 m²;6.000  kr.;Frederiksberg, Smallegade
5;lejlighed;111 m²;19.950  kr.;København NV, Drejervej
1;værelse;20 m²;6.000  kr.;København S, Korfuvej
3;lejlighed;70 m²;14.000  kr.;København S, Else Alfelts Vej
1;værelse;15 m²;4.000  kr.;Albertslund, Kærgården
1;værelse;18 m²;12.493  kr.;København V, Otto Mønsteds Gade
2;lejlighed;50 m²;11.400  kr.;København S, Else Alfelts Vej
3;lejlighed;93 m²;13.200  kr.;Smørum, Pilekær
3;lejlighed;77 m²;11.700  kr.;Glostrup, Malervangen
2;lejlighed;56 m²;11.500  kr.;Glostrup, Malervangen
1;værelse;10 m²;9.821  kr.;København Ø, Classensgade
5;rækkehus;94 m²;23.000  kr.;Gentofte, Ridebanevang
1;lejlighed;37 m²;8.600  kr.;København S, Peder Lykkes Vej
4;lejlighed;110 m²;18.300  kr.;København S, Parmagade
3;lejlighed;109 m²;22.500  kr.;København SV, Ved Stigbordene
4;lejlighed;93 m²;16.900  kr.;København K, Margretheholmsvej
3;lejlighed;71 m²;14.100  kr.;København S, Else Alfelts Vej
4;lejlighed;115 m²;20.950  kr.;København S, Lergravsvej
1;lejlighed;29 m²;8.350  kr.;Frederiksberg, Finsensvej
4;lejlighed;119 m²;9.900  kr.;Gentofte, Kongelysvej
1;værelse;13 m²;10.652  kr.;København K, Købmagergade
3;lejlighed;98 m²;12.695  kr.;Hedehusene, Hedesøvej
1;værelse;12 m²;5.500  kr.;København K, Sofiegade
4;hus;160 m²;19.000  kr.;Dragør, Ndr Strandvej
1;værelse;13 m²;4.500  kr.;Søborg, Jonas Lies Vej
5;lejlighed;169 m²;31.000  kr.;København K, Overgaden Neden Vandet
4;lejlighed;89 m²;16.200  kr.;København S, Cypernsvej
3;lejlighed;89 m²;15.500  kr.;København S, Cypernsvej
1;værelse;10 m²;5.500  kr.;Kongens Lyngby, Eremitageparken
2;lejlighed;126 m²;17.800  kr.;København K, Vimmelskaftet
1;værelse;25 m²;13.008  kr.;København Ø, Østerbrogade
1;værelse;12 m²;3.800  kr.;København S, Hf. Elmebo
5;lejlighed;130 m²;25.000  kr.;København Ø, Rosenvængets Allé
1;værelse;9 m²;9.617  kr.;København K, Margretheholmsvej
4;lejlighed;128 m²;26.150  kr.;København V, Ny Carlsberg Vej
1;værelse;13 m²;5.900  kr.;Søborg, Kvikmarken
1;lejlighed;36 m²;8.000  kr.;Taastrup, Brinchs Have
1;lejlighed;39 m²;5.800  kr.;København NV, Rønnebærvej
1;værelse;20 m²;10.563  kr.;København N, Jagtvej
2;lejlighed;98 m²;16.052  kr.;Kongens Lyngby, Skovbrynet
1;værelse;8 m²;8.388  kr.;København SV, Otto Brandenburgs Vej
1;værelse;9 m²;4.500  kr.;Kongens Lyngby, Buddingevej
1;værelse;16 m²;3.750  kr.;Frederiksberg, Wilkensvej
1;værelse;13 m²;6.950  kr.;Nordhavn, Karlskronagade
1;værelse;10 m²;6.000  kr.;Valby, Ingrid Marievej
1;værelse;16 m²;5.200  kr.;Virum, Degnebakken
1;værelse;12 m²;5.500  kr.;Kastrup, Præstemarksvej
1;lejlighed;42 m²;9.500  kr.;København S, Birketinget
1;værelse;15 m²;5.000  kr.;København S, Dagøgade
1;værelse;12 m²;4.500  kr.;København K, Turesensgade
3;lejlighed;84 m²;11.760  kr.;Brøndby, Mekanikvej
4;lejlighed;97 m²;16.650  kr.;København S, Nadine Gordimers Vej
3;lejlighed;110 m²;13.520  kr.;Vallensbæk Strand, Rosenfeldtvej
7;hus;269 m²;27.000  kr.;Hvidovre, Strandvangen
4;lejlighed;91 m²;13.300  kr.;Glostrup, Baneleddet
2;lejlighed;63 m²;10.600  kr.;Glostrup, Baneleddet
4;lejlighed;99 m²;13.500  kr.;Glostrup, Baneleddet
3;lejlighed;79 m²;12.200  kr.;Glostrup, Baneleddet
1;lejlighed;33 m²;10.800  kr.;København V, Dybbølsbro
2;lejlighed;53 m²;16.000  kr.;København V, Dybbølsbro
6;lejlighed;147 m²;22.000  kr.;Valby, Valby Langgade
4;lejlighed;109 m²;25.000  kr.;Nordhavn, Trelleborggade
4;lejlighed;101 m²;13.900  kr.;Brøndby, Mudillesvej
1;værelse;18 m²;11.935  kr.;Frederiksberg, Falkoner Alle
4;lejlighed;172 m²;28.500  kr.;Charlottenlund, Esperance Alle'
4;rækkehus;118 m²;15.500  kr.;Brøndby, Banehavestien
2;lejlighed;56 m²;11.750  kr.;Hvidovre, Strandmarksvej
1;værelse;9 m²;5.000  kr.;København S, Rodosvej
4;lejlighed;97 m²;14.200  kr.;København S, Asger Jorns Allé
3;lejlighed;77 m²;12.100  kr.;Brøndby, Mekanikvej
4;lejlighed;93 m²;16.900  kr.;København K, Margretheholmsvej
1;lejlighed;44 m²;10.800  kr.;Valby, Søndre Fasanvej
1;værelse;25 m²;10.000  kr.;København V, Matthæusgade
4;lejlighed;100 m²;16.500  kr.;København S, Else Alfelts Vej
5;lejlighed;132 m²;19.900  kr.;København S, Amager Boulevard
1;værelse;9 m²;5.900  kr.;København S, Maltagade
3;lejlighed;76 m²;16.950  kr.;Hellerup, Heslegårdsvej
3;lejlighed;73 m²;11.900  kr.;Glostrup, Baneleddet
4;lejlighed;100 m²;13.700  kr.;Glostrup, Baneleddet
1;lejlighed;26 m²;6.800  kr.;Brøndby, Brøndbyøster Boulevard
1;lejlighed;27 m²;6.300  kr.;Brøndby, Brøndbyøster Boulevard
1;lejlighed;26 m²;6.000  kr.;Brøndby, Brøndbyøster Boulevard
4;lejlighed;89 m²;16.400  kr.;Rødovre, Rødovre Port
1;lejlighed;25 m²;6.500  kr.;København S, Backersvej
1;værelse;16 m²;3.600  kr.;København S, Store Mølle Vej
1;værelse;23 m²;4.600  kr.;København S, Store Mølle Vej
1;værelse;10 m²;4.300  kr.;Taastrup, Murskeen
1;værelse;10 m²;6.200  kr.;København K, Rådhusstræde
4;lejlighed;96 m²;11.850  kr.;Hedehusene, Havtornvej
3;lejlighed;89 m²;16.900  kr.;København S, Faste Batteri Vej
2;lejlighed;49 m²;9.000  kr.;Albertslund, Topperne
1;værelse;10 m²;5.500  kr.;Glostrup, Højbovej
3;lejlighed;73 m²;11.000  kr.;Nærum, Rundforbivej
2;lejlighed;67 m²;11.100  kr.;Taastrup, Jens Kofoeds Gade
2;lejlighed;53 m²;10.500  kr.;København S, Else Alfelts Vej
4;lejlighed;154 m²;36.900  kr.;Hellerup, Tuborg Bakkedrag
4;lejlighed;158 m²;37.000  kr.;Hellerup, Tuborg Bakkedrag
3;lejlighed;91 m²;12.700  kr.;Hedehusene, Frøstjernestræde
3;lejlighed;180 m²;25.000  kr.;Frederiksberg, Johannes V. Jensens Alle
3;lejlighed;137 m²;19.000  kr.;Hellerup, Strandvejen
3;lejlighed;130 m²;19.000  kr.;Hellerup, Sankt Peders Vej
1;værelse;10 m²;5.650  kr.;Frederiksberg C, Vodroffsvej
1;værelse;24 m²;6.000  kr.;København K, Vingårdstræde
7;lejlighed;233 m²;45.000  kr.;København K, Sankt Annæ Plads
1;lejlighed;33 m²;9.500  kr.;København S, Irlandsvej
4;lejlighed;93 m²;16.600  kr.;København K, Margretheholmsvej
3;lejlighed;112 m²;25.000  kr.;København K, Kronprinsessegade
3;lejlighed;130 m²;23.000  kr.;København K, Nicolai Eigtveds Gade
1;værelse;9 m²;5.000  kr.;København S, Else Alfelts Vej
4;rækkehus;107 m²;16.500  kr.;Vallensbæk, Horsbred
4;rækkehus;114 m²;15.600  kr.;Brønshøj, Bygården
3;lejlighed;126 m²;22.500  kr.;København SV, Ved Stigborderne
2;lejlighed;82 m²;16.750  kr.;København Ø, Marmorvej
4;lejlighed;138 m²;22.500  kr.;København S, Else Alfelts Vej
1;lejlighed;32 m²;8.950  kr.;København S, Irlandsvej
1;lejlighed;41 m²;9.600  kr.;København S, Ulrik Birchs Allé
3;lejlighed;83 m²;10.500  kr.;Brøndby Strand, Brøndby Strand Centrum
1;lejlighed;34 m²;9.400  kr.;København S, Irlandsvej
1;lejlighed;41 m²;8.450  kr.;København NV, Dortheavej
3;hus;125 m²;19.990  kr.;Bagsværd, Skovbrynet
3;lejlighed;84 m²;12.000  kr.;Brøndby, Kirkebjerg Søpark
11;hus;334 m²;65.000  kr.;Hellerup, A N Hansens Alle
1;værelse;25 m²;6.000  kr.;Ishøj, Vejlebrovej
1;værelse;26 m²;5.200  kr.;København NV, Rabarbervej
4;lejlighed;89 m²;15.400  kr.;København S, Else Alfelts Vej
1;værelse;10 m²;6.000  kr.;Valby, Overskousvej
3;lejlighed;70 m²;10.000  kr.;Frederiksberg, Lyøvej
